Energy,Pd Ecom,Pd Scat,Ti Ecom,Ti Scat,D Ecom,D Scat,Tr Ecom,Tr Scat
3.0,2.9446596568898724,2.632423890727813e-15,2.879681396337502,2.4313247612672456e-15,1.5,1.5240761961992222e-15,1.8000000000000003,1.378761374957328e-15
3.1306654540504315,3.0729147539203736,2.5918966284046507e-15,3.005106355395175,2.391169802455803e-15,1.5653327270252158,1.4891133550581186e-15,1.8783992724302592,1.3463429797455215e-15
3.26702206172826,3.2067560211134616,2.551848368151175e-15,3.135994217527687,2.351532390340838e-15,1.63351103086413,1.454754938948518e-15,1.9602132370369563,1.314504275505569e-15
3.409317702091092,3.3464267649560417,2.5122762164292978e-15,3.27258292030528,2.312407354682327e-15,1.704658851045546,1.4209952207445191e-15,2.0455906212546555,1.2832394925553844e-15
3.5578110506063894,3.4921808891858697,2.473177124994758e-15,3.415120764705067,2.2737897386545936e-15,1.7789055253031947,1.387828365095436e-15,2.134686630363834,1.2525427516339159e-15
3.7127720493907637,3.6442833563564387,2.4345479446082584e-15,3.5638668664908146,2.2356742669836857e-15,1.8563860246953818,1.3552486434759844e-15,2.2276632296344583,1.2224083080549297e-15
3.87448239793056,3.8030106695053516,2.396385478742243e-15,3.719091627252583,2.1980559581297055e-15,1.93724119896528,1.3232501976080342e-15,2.324689438758336,1.1928302375673899e-15
4.043236065175889,3.9686513748018637,2.358686502730726e-15,3.8810772259626165,2.160929599356115e-15,2.0216180325879445,1.291827320993528e-15,2.4259416391055333,1.1638026577271854e-15
4.2193398239389825,4.1415065860873135,2.3214477483547457e-15,4.050118131941013,2.1242900869338827e-15,2.1096699119694913,1.2609740628487936e-15,2.5316038943633896,1.1353197104536192e-15
4.403113808568328,4.321890532261958,2.284665719115426e-15,4.22652164016366,2.088132225761047e-15,2.201556904284164,1.2306847357069508e-15,2.641868285140997,1.1073753832919468e-15
4.594892096912428,4.51013112851338,2.248336951356004e-15,4.410608429885645,2.052450930899925e-15,2.297446048456214,1.200953447264581e-15,2.756935258147457,1.0799638374328316e-15
4.795023317631027,4.706570572424773,2.2124580102450474e-15,4.602713147595532,2.017241128138782e-15,2.3975116588155134,1.1717742644494999e-15,2.8770139905786163,1.0530790469751165e-15
5.003871283957907,4.91156596604686,2.177025228094981e-15,4.803185015360345,1.9824976113212933e-15,2.5019356419789536,1.1431412975726752e-15,3.002322770374745,1.0267150095789742e-15
5.221815655067331,5.1254899650642445,2.1420350016206584e-15,5.012388465667106,1.948215404919374e-15,2.6109078275336657,1.1150486800016723e-15,3.133089393040399,1.0008657286890968e-15
5.449252626246332,5.348731456236253,2.1074835013712527e-15,5.230703803914945,1.914389266332439e-15,2.724626313123166,1.0874903702699354e-15,3.269551575747799,9.755252089336403e-16
5.686595649127657,5.581696264343897,2.0733672407448075e-15,5.458527899762232,1.881014431809507e-15,2.8432978245638285,1.0604604979737047e-15,3.411957389476595,9.506873218213755e-16
5.9342761832924795,5.824807889927925,2.039682114732969e-15,5.696274908585357,1.848085779894447e-15,2.9671380916462398,1.0339531122438366e-15,3.560565709975488,9.263459345238162e-16
6.192744480609328,6.078508279159239,2.006424379020051e-15,5.94437702436081,1.815598224792291e-15,3.096372240304664,1.0079620756420432e-15,3.715646688365597,9.024951215076608e-16
6.462470403735033,6.34325862724112,1.9735902927011443e-15,6.20328526533916,1.783546962042555e-15,3.2312352018675163,9.824814599537004e-16,3.8774822422410202,8.791286157244184e-16
6.743944280265529,6.619540216803704,1.9411758710768725e-15,6.4734702939391155,1.7519271179633944e-15,3.3719721401327645,9.575051899168696e-16,4.046366568159318,8.562402908083687e-16
7.0376777940894275,6.90785529281495,1.9091769926091158e-15,6.755423272352291,1.720733868965692e-15,3.5188388970447138,9.330271744313873e-16,4.2226066764536565,8.338241599627185e-16
7.344204915564537,7.208727975598395,1.8775899228833338e-15,7.049656755413876,1.6899623147603292e-15,3.6721024577822683,9.090412907948255e-16,4.406522949338722,8.118738659519031e-16
7.664082872208409,7.522705213617588,1.84641043251312e-15,7.356705622362481,1.6596077622344865e-15,3.8320414361042046,8.855415270263085e-16,4.598449723325046,7.903831954158617e-16
7.997893161667488,7.850357777759215,1.8156347344265658e-15,7.67712804918293,1.6296656943227005e-15,3.998946580833744,8.625216475092769e-16,4.798735897000493,7.693460511179579e-16
8.346242608806184,8.192281298922284,1.785258636711569e-15,8.011506523299516,1.6001312909599151e-15,4.173121304403092,8.39975473483294e-16,5.00774556528371,7.48756216570984e-16
8.709764468837752,8.549097350799794,1.7552781180961688e-15,8.360448902464489,1.5710001319617183e-15,4.354882234418876,8.178970048093162e-16,5.225858681302652,7.286073691104321e-16
9.089119578502082,8.92145457982099,1.725689163465762e-15,8.724589519766468,1.5422676232376673e-15,4.544559789251041,7.962798613414417e-16,5.45347174710125,7.088932273631624e-16
9.484997557383284,9.310029884308513,1.6964876800185184e-15,9.104590336767764,1.513929435111229e-15,4.742498778691642,7.751179634818225e-16,5.69099853442997,6.8960766690234005e-16
9.898118061550853,9.715529644993929,1.6676695068813475e-15,9.501142146866735,1.4859812075091164e-15,4.949059030775427,7.544050388444078e-16,5.938870836930512,6.707443569669647e-16
10.329232091803279,10.138691009128435,1.6392307755078926e-15,9.914965831072733,1.4584186073242416e-15,5.1646160459016395,7.341348564838627e-16,6.197539255081968,6.522970260233679e-16
10.77912335889253,10.580283230523362,1.6111672321164874e-15,10.346813668476608,1.4312373383133862e-15,5.389561679446265,7.143011642682794e-16,6.467474015335519,6.342593847195603e-16
11.248609708210958,11.04110906795619,1.583474932234463e-15,10.797470703798838,1.4044334600626164e-15,5.624304854105479,6.948977171394936e-16,6.749165824926576,6.166251886188404e-16
11.73854460653078,11.522006244484464,1.5561498410213091e-15,11.267756174501537,1.3780027020648415e-15,5.86927230326539,6.759182956881553e-16,7.043126763918469,5.993882094191026e-16
12.249818693498613,12.023848970320259,1.5291878944917433e-15,11.758525000058441,1.3519411412432706e-15,6.124909346749306,6.573565729681501e-16,7.349891216099168,5.825420133191135e-16
12.783361400705763,12.547549532033825,1.5025851739513969e-15,12.270669336090432,1.3262448431140674e-15,6.3916807003528815,6.392063078118378e-16,7.670016840423458,5.660805444771228e-16
